site_id	Lon	Lat
100000231	6.933785802	47.54884704
100000232	6.843585578	47.5216741
100000233	6.765359342	47.48067085
100000234	6.682414131	47.4543541
100000235	6.149487033	47.2856707
100000236	5.963155237	47.19964177
100000237	5.45350601	47.03552361
100000238	5.494724471	47.01514012
100000239	4.998779892	46.98115491
100000240	4.859048746	46.27324918
100000241	4.712958599	46.1275283
100000242	4.606567312	45.83660863
100000243	4.724571041	45.91926867
100000244	6.507905941	46.38297005
100000245	5.937546216	45.87771986
100000246	5.848520775	45.9334441
100000247	5.862241288	45.65090907
100000248	5.637329644	45.59270444
100000249	5.38714688	45.5653928
100000250	5.221568177	45.61233113
100000251	5.186423784	45.77249477
100000252	5.711241753	46.36687755
100000253	5.561869576	46.17384072
100000254	5.212397809	45.81653129
100000255	4.761196291	45.58750278
100000256	4.876507112	45.52956186
100000257	4.799373325	44.82470594
100000258	5.325184763	44.76796357
100000259	4.827035201	44.76837408
100000260	4.412443541	44.54989857
100000261	4.403131499	44.3893605
100000262	4.591722709	44.2907713
100000263	4.718180291	44.12659202
100000264	4.212944764	44.2515543
100000265	4.67893757	44.14730287
100000266	4.871999161	44.01384879
100000267	5.131163457	43.92011977
100000269	4.133451148	44.12934975
100000270	4.099285603	44.09436526
100000271	3.998277371	44.03921501
100000272	4.441746854	43.98268707
100000273	6.822647791	45.61325578
100000274	6.599390145	45.53240896
100000275	6.46556367	45.56119006
100000276	6.547616584	45.82715405
100000277	6.402763278	45.69483643
100000278	6.270154538	45.58404357
100000279	6.292425047	45.48228129
100000280	6.01318326	45.11567418
100000281	5.742420461	45.08311414
100000282	5.529944769	45.08410598
100000283	6.682832576	44.9400328
100000284	6.512195219	44.56109891
100000285	5.934701546	44.21484902
100000286	5.965231169	44.0354628
100000287	5.719879445	43.69768683
100000288	4.92313206	43.88821853
100000289	2.718422599	42.49465791
100000290	2.985389223	42.58562727
100000291	2.484093251	42.64418163
100000292	2.986799939	42.76392082
100000293	2.225672661	42.7954161
100000294	2.263085657	42.9790554
100000295	2.014441916	43.30751691
100000296	2.363785456	43.23970798
100000297	2.410409126	43.25543751
100000298	2.892512407	43.22519431
100000299	3.477405849	43.62799448
100000300	3.470618352	43.56909936
100000301	3.159461159	43.71526515
100000302	3.087372411	43.43763344
100000303	5.132373785	43.50482215
100000305	7.196252705	43.66821051
100000306	6.180655586	47.41594454
100000307	7.530417824	43.89572983
100000308	5.298113889	45.83197222
100000309	5.293972222	45.82913889
100000310	4.744777778	45.41708333
100000311	4.768611111	45.35805556
100000312	4.7744	44.64665
100000313	4.734105556	44.33653611
101000001	27.0306	58.9657
101000002	25.5948	59.5086
101000003	25.9281	58.704
101000004	24.6416	58.2711
101000005	25.2476	58.6068
101000006	26.3367	59.5071
101000007	24.5674	58.8093
101000008	23.8735	59.26
101000009	27.2177	57.9892
101000010	25.959	58.0275
102000002	32.69966865	34.92728089
102000003	32.66360381	34.85452298
103000031	-1.144017683	41.74428836
103000046	0.49458775	40.92190401
103000056	-0.622282285	42.68612873
103000058	-0.705310847	42.84950569
103000059	-0.812940294	42.86385973
103000060	-0.669619575	42.69225293
103000061	-0.601643274	42.55655719
103000064	-1.004890548	42.71855954
103000070	-1.798223416	42.30900604
103000075	-0.843119296	41.67455531
103000078	-0.537744905	41.48054363
103000079	0.346661594	41.52143956
103000082	0.091768685	41.6791037
103000085	0.164170721	41.99908302
103000087	0.164227237	41.89372877
103000094	-0.254723445	42.32219002
103000096	-0.39704804	42.0955851
103000100	-0.355589209	42.39914326
103000103	-0.752171285	42.26911503
103000107	-0.785179069	41.82257902
103000118	-1.99424429	42.63228296
103000121	-1.925547331	42.74752334
103000122	-1.79055906	42.67633149
103000123	-1.826725956	42.66570302
103000124	-1.749082662	42.81391056
103000128	-1.339975037	42.97413999
103000129	-1.410433668	42.98482963
103000130	-1.106336832	42.98856663
103000170	-3.362306184	42.78866967
103000177	-2.896673846	42.67644719
103000205	-2.407793797	42.32867065
103000210	-1.688811707	41.9485217
103000213	-1.759490359	42.17988769
103000214	-1.905988833	41.86660279
103000216	0.190401414	40.80831588
103000234	-1.212726809	41.21550875
103000243	0.612070858	42.68490036
103000262	-2.913765188	42.5494089
103000516	-2.3513851	43.1323467
103000517	-2.275948	43.2630482
103000518	-2.8358021	43.006899
103000519	-2.996502	43.2415312
103000520	-2.473415	42.6340018
103000521	-2.6604225	43.0632717
103000522	-2.398154	42.6943557
103000523	-2.9392667	43.1402113
103000524	-2.9394998	43.1532234
103000525	-2.8965875	42.6769964
103000526	-2.6863781	43.2738424
103000527	-2.3915388	43.1015275
103000528	-2.6171307	42.9190446
103000529	-2.7291298	43.4067506
103000530	-2.7546532	43.2117777
103000531	-2.1777212	43.0163278
103000532	-2.88092	43.2346257
103000533	-2.2191363	43.0504046
103000534	-2.748786	43.3213877
103000535	-2.7760385	42.6500325
103000536	-2.8355404	42.6530692
103000537	-2.4273828	43.1268631
103000538	-3.0456832	42.7770403
103000539	-2.4454906	43.107943
103000540	-2.3295061	43.0067008
103000541	-3.1757827	42.8739924
103000542	-2.02139	43.2999723
103000543	-2.6344464	43.1749694
103000544	-2.2648695	42.8695519
103000545	-2.4519425	43.1891977
103000546	-2.61677	42.5190273
103000547	-1.7294226	43.2940308
103000548	-2.6638158	43.3204492
103000549	-1.8853049	43.3033912
103000550	-2.8452905	42.6916178
103000551	-2.4984907	42.8855822
103000552	-2.5818415	43.3703701
103000553	-3.0681607	42.87408
103000554	-2.8495276	43.2295461
103000555	-2.4539565	43.317911
103000556	-2.8673882	43.3693558
103000557	-2.6024438	43.1694058
103000558	-2.6742334	43.3073056
103000559	-2.9995929	43.338178
103000560	-2.0154456	43.2083354
103000561	-2.8089421	43.4016532
103000562	-2.9930488	43.2797559
103000563	-3.0957921	43.2116855
103000564	-2.803503	43.2425601
103000565	-2.9169011	42.7376294
103000566	-2.3630965	43.2370569
103000567	-2.0715202	43.1668333
103000568	-2.5269534	43.2525204
103000569	-2.6686985	43.1820254
103000570	-2.8912998	42.9092863
103000571	-2.4448605	42.6959965
103000572	-2.9180157	43.2431227
103000573	-2.2561423	43.1733514
103000574	-2.771498	43.2010069
103000575	-2.056947	43.2711862
103000576	-1.9713825	43.2562125
103000577	-2.3305818	43.0725695
103000578	-2.1527286	43.0810712
103000579	-2.2787772	43.1757025
103000580	-2.9952191	43.1085751
103000581	-2.7569147	42.8706453
103000582	-2.5774594	42.8630546
103000583	-2.6123288	43.1548249
103000584	-2.494877	42.9112402
103000585	-2.5672215	42.9966532
103000586	-2.6692665	43.0447023
103000587	-2.3870691	43.254945
103000588	-3.3720556	43.2467883
103000589	-3.0168528	43.0736528
103000590	-2.4050954	43.3077983
103000591	-2.8131382	42.8126215
103000592	-1.8203729	43.2813632
103000593	-2.2341908	43.2670084
103000594	-2.5872138	42.7585288
103000595	-3.0250444	43.2208537
103000596	-2.2103456	43.2461806
103000597	-2.5064511	43.34284
103000598	-2.4340008	43.0330286
103000599	-2.1733788	43.0573502
103000600	-3.2586967	43.2827593
103000601	-3.1043976	43.0889148
103000602	-2.9276707	42.7109263
103000603	-3.2299022	42.8482494
103000604	-3.0139784	42.8023358
103000605	-2.3992561	42.8584039
103000606	-2.569218	43.1304116
103000607	-2.5408751	43.3097565
103000608	-3.1393597	43.2706126
103000609	-2.702943	43.3670659
103000610	-2.4474737	43.0814872
103000611	-2.9375133	43.2920754
103000612	-2.3345495	42.6748491
103000613	-3.1211689	43.313009
103000614	-2.2418122	43.0217141
103000615	-2.0328358	43.2093752
103000616	-2.4190195	43.1778603
103000617	-2.5400191	43.0580425
103000618	-2.7736786	42.8463023
103000619	-2.8979978	43.1705192
103000620	-2.5957968	42.7014825
103000621	-2.6373866	42.9416236
103000622	-1.8214359	43.3379944
103000623	-2.2413836	43.1550378
103000624	-2.3188706	43.1085381
103000625	-2.8210656	43.2263534
103000626	-3.0496335	42.8251275
103000627	-2.1577687	43.0485376
103000628	-2.8548711	43.2818792
103000629	-2.1709435	43.2768417
103000630	-2.6842373	43.0103093
103000631	-2.2582403	43.2256554
103000632	-2.9001014	43.0042987
103000633	-2.7261004	42.8564825
103000634	-3.0577141	43.1855882
103000635	-2.4425529	43.0646151
103000636	-2.0704154	43.191011
103000637	-2.180836205	43.031355
103000638	-2.504809212	43.17472831
103000640	-2.095363755	43.10195946
103000641	-2.156649669	43.05063111
103000642	-2.390216358	43.10339854
103000643	-2.078431506	43.12746307
103000644	-1.818152879	43.28399333
103000645	-2.518289284	43.07103097
103000646	-2.231426711	43.05388715
103000647	-2.053798712	43.19187484
103000648	-2.333612094	43.01862266
103000649	-2.067811545	43.13372183
103000650	-1.727904924	43.2961737
103000651	-2.565348614	42.9847549
103000652	-2.506046146	43.0305915
103000653	-2.499279593	43.04713563
103000654	-2.493996217	43.05260408
103000655	-2.447404836	43.0819959
103000656	-2.420181833	43.1239093
103000657	-2.420215644	43.13154964
103000658	-2.413067647	43.17845628
103000659	-2.432347029	43.19975609
103000660	-2.409083057	43.22543674
103000661	-2.375938498	43.26456864
103000662	-2.441205459	43.19388223
103000663	-1.728365455	43.29554851
103000664	-2.295619632	43.05232656
103000665	-2.66759835	43.03956535
103000666	-2.217898878	43.052181
103000667	-1.880262449	43.31215793
103000668	-2.256233715	43.17899794
103000669	-1.944989852	43.25962347
103000670	-2.020427813	43.21689334
103000671	-1.818993574	43.28322366
103000672	-1.837661549	43.29123812
103000673	-1.874855686	43.30038947
103000674	-1.888766767	43.31169674
103000675	-2.425174354	43.04597236
103000676	-2.438993221	43.06305782
103000677	-2.445787064	43.08249595
103000678	-2.294428968	42.97108194
103000679	-2.250091159	43.01811272
103000680	-2.219796186	43.03015294
103000681	-2.209167717	43.04931856
103000682	-2.169419413	43.06592123
103000683	-2.152853589	43.08181051
103000684	-2.121099714	43.09002517
103000685	-2.086746776	43.1260607
103000686	-2.068431852	43.16557632
103000687	-2.024611516	43.23028624
103000688	-2.053898698	43.26846372
103000689	-2.250966173	43.04405272
103000690	-2.426196516	43.12866753
103000691	-2.464085299	43.02761736
103000692	-2.331783462	43.01385167
103000693	-2.335189808	43.04052804
103000694	-2.331169527	43.070552
103000695	-2.31605912	43.10385676
103000696	-2.317547042	43.1104122
103000697	-2.350033879	43.1340264
103000698	-2.257745349	43.19539639
103000699	-2.248283443	43.21009344
103000700	-2.256915874	43.22752458
103000701	-2.259709311	43.2568841
103000702	-2.233622992	43.2551111
103000703	-2.224609075	43.28097735
103000704	-1.923021076	43.22602884
103000705	-1.950772457	43.25040634
103000706	-1.944987648	43.26224829
103000707	-1.968415796	43.2679482
103000708	-1.954606887	43.27829271
103000709	-2.231133934	43.13499543
103000710	-2.324450151	43.17154262
103000711	-4.92174	43.150987
103000712	-4.911432	43.146195
103000713	-4.835401	43.251799
103000714	-4.715204	43.160911
103000715	-5.043168	43.131715
103000716	-4.79869	43.261337
103000717	-4.756676	43.224511
103000718	-4.91475	43.305926
103000719	-4.809778	43.146027
103000720	-4.807315	43.125416
103000721	-5.179851	43.142522
103000722	-4.909694	43.192013
103000723	-5.17222	43.125505
104000001	18.92669326	66.60226437
104000002	11.34617928	58.64190274
104000003	19.08386106	65.59238888
104000004	13.33344097	56.52188205
104000005	20.38976032	64.6773374
104000006	16.13282772	60.13752801
104000007	15.36137596	57.85645234
104000008	15.33768897	57.01788065
104000009	13.11062972	56.94372256
104000010	15.22640838	64.99159514
104000011	15.05237869	57.98913746
104000012	13.81641707	57.71679042
104000013	16.92323443	64.03440745
104000014	14.88077478	63.85866102
104000015	16.80575256	63.86759041
104000016	23.25594389	67.76318579
104000017	23.3200362	66.11376285
104000018	16.52915789	63.43332272
104000019	19.08765977	65.785698
104000020	13.11954701	60.84263231
104000021	12.56747035	62.55475982
104000022	18.57075767	59.55511339
104000023	14.63980049	58.69992194
104000024	18.24944341	65.17393004
104000025	12.78971457	57.06621757
104000026	17.84852688	60.01157277
104000027	15.57920079	57.63659531
104000028	16.05331696	65.2711791
104000029	16.26798186	62.25942694
104000030	19.77754033	64.24875783
104000031	14.13214571	58.02399552
104000032	13.81617245	55.645614
104000033	14.52078065	65.4433315
104000034	14.15550167	55.72071787
104000035	17.66350239	66.4780452
104000036	16.47043134	57.34637541
104000037	16.46749386	58.74301452
104000038	17.14521589	62.74460011
104000043	13.65439145	62.89651228
104000049	13.55954542	59.83820335
104000051	13.8953033	63.09382961
104000056	13.30077734	56.5709957
104000058	12.90868795	59.10618627
104000059	12.92052006	59.14698081
104000060	15.07297206	58.82224979
104000063	13.48988821	62.02909425
104000066	13.48856562	59.88651562
104000069	12.90351804	61.57388104
104000071	13.57730735	62.04032047
104000073	16.45785745	61.73597403
104000074	14.31561965	57.5633623
104000075	16.62129599	61.67030773
104000084	17.37164106	62.84501102
104000086	12.79024972	56.87665328
104000089	15.2798385	60.42939305
104000090	16.74985641	61.63179301
104000092	16.79843615	63.86808552
104000094	17.08019333	63.69738178
104000095	15.34114506	62.58440028
104000096	13.68031181	57.88253574
104000100	16.51861327	63.43632556
104000101	15.45489666	59.85355848
104000103	13.73935364	63.07548229
104000105	19.71432885	63.59719777
104000109	13.07026752	56.70476713
104000110	13.06129874	56.961963
104000112	12.71717739	57.48134832
104000118	17.0311547	63.02344207
104000122	15.8532485	57.23721879
104000123	13.36153691	57.44816018
104000124	16.72925544	62.61029587
104000125	15.1775309	57.12304647
104000127	16.66334273	61.69508848
104000128	13.36666168	62.01117991
104000131	20.85786064	65.33373233
104000141	11.41739662	58.91988155
104000142	16.42234351	60.75884134
104000145	18.14783083	63.73630344
104000146	12.63242801	61.71603392
104000147	19.296936	63.48357427
104000148	14.38372974	56.38718493
104000149	13.72861515	57.57078377
104000153	12.84558109	61.48418768
104000155	13.12402948	56.32482142
104000156	16.60803078	62.22800048
104000159	13.00884373	60.15318998
104000162	18.46753608	63.08243563
104000163	12.91411243	60.68650488
104000165	16.43853549	62.45301225
104000166	16.43726321	62.45275604
104000175	23.47123593	67.61528884
105000001	6.18245	49.88922
105000002	5.89	49.89407
105000003	5.94102	50.08662
105000004	5.80994	49.80247
105000005	5.96724	49.96426
105000006	6.06424	49.88382
105000007	5.95387	49.90713
105000008	6.31723	49.78816
105000009	6.14335	49.71351
105000010	6.39057	49.79892
105000011	6.27949	49.82335
105000012	6.45806	49.71289
105000013	6.05566	50.11186
105000014	6.49267	49.77543
105000015	6.11513	50.05738
105000016	6.02969	50.09232
105000017	5.77526	49.86817
105000018	6.10889	49.89114
105000019	6.04288	49.78271
105000020	6.07942	49.72934
106000001	22.62678	44.15406
106000002	24.56	43.45111
106000003	24.69756	43.63347
106000004	24.23892	42.92706
106000005	24.37385	42.84134
106000006	24.587294	41.677316
106000007	23.42656	41.76761
106000008	23.57172	41.88705
106000009	23.70255	41.70987
107000001	10.48534465	57.47237389
107000002	10.34733937	57.49413745
107000003	10.41286148	57.58261253
107000004	10.35968957	57.45471848
107000005	10.10881745	57.56910827
107000006	10.13485415	57.39826174
107000007	9.89928212	57.51751246
107000008	9.898407784	57.51590171
107000009	9.964134308	57.40769728
107000010	10.0110318	57.33547933
107000011	10.43786881	57.20834909
107000012	9.843097099	57.2693585
107000013	10.02248293	57.19025509
107000014	10.07576054	57.08815663
107000015	10.35159712	57.10371492
107000016	9.592731929	57.14167897
107000017	8.73477554	57.03192562
107000018	8.618704798	56.8692108
107000019	8.3934476	56.69438985
107000020	9.261810513	57.04548886
107000021	9.502150537	57.09579143
107000022	8.839215135	57.04325169
107000023	9.550175629	56.82557539
107000024	10.02637444	57.01597104
107000025	9.408530509	56.96435194
107000026	9.675428949	56.99953508
107000027	9.43717065	56.91444062
107000028	9.807815193	56.94178388
107000029	9.764929156	56.95767651
107000030	8.519885396	56.85902385
107000031	8.68562944	56.70530711
107000032	9.399919455	56.73437666
107000033	9.519340382	56.74513944
107000034	9.288033916	56.81959178
107000035	9.360983798	56.57552255
107000036	9.587791856	56.74889633
107000037	9.30932007	56.87590497
107000038	10.10025644	56.94285014
107000039	10.22889341	56.79568089
107000040	9.853143021	56.65318953
107000041	9.940773192	56.77198768
107000042	10.04103232	56.69651233
107000043	10.09539427	56.67288394
107000044	10.16825037	56.99092831
107000045	10.14885107	56.87082584
107000046	8.488480276	56.5399379
107000047	8.949859479	56.66802387
107000048	9.028971269	56.61663309
107000049	8.825484956	56.46878743
107000050	8.829861309	56.65865526
107000051	8.759039146	56.40409685
107000052	8.835092692	56.53265146
107000053	9.430059944	56.61114975
107000054	9.628037295	56.69910788
107000055	9.492778465	56.57312959
107000056	9.40412495	56.53350541
107000057	9.730739329	56.55151051
107000058	9.20545465	56.53251019
107000059	9.139703345	56.46095226
107000060	9.309366983	56.51329334
107000061	9.239402492	56.30549546
107000062	8.967087386	56.52077161
107000063	8.997552776	56.41208433
107000064	9.00239424	56.3425631
107000065	9.876797766	56.11193408
107000066	9.580151302	56.06263084
107000067	9.762476013	56.22726038
107000068	9.611980598	55.91027758
107000069	10.10380857	56.39203405
107000070	10.27904039	56.42538393
107000071	9.736901852	56.227613
107000072	9.657119989	56.18764852
107000073	9.962168766	56.44624221
107000074	9.909669239	56.05403802
107000075	9.540136665	56.01259503
107000076	9.963920885	56.01325493
107000077	9.823385921	56.10710826
107000078	9.503971626	56.26013768
107000079	9.907728665	56.10812554
107000080	9.506319744	55.84029485
107000081	9.808309694	56.10892401
107000082	9.783656329	56.02484698
107000083	9.613826894	56.44873211
107000084	10.19274257	56.28984861
107000085	10.21376569	56.35060926
107000086	9.574241728	56.40127675
107000087	9.642860037	56.39746309
107000088	10.10138095	56.3769608
107000089	10.02320063	56.39988627
107000090	8.560817604	56.37771411
107000091	8.405613659	56.3246151
107000092	9.046845391	56.20712127
107000093	9.05024721	56.12112731
107000094	8.472639667	56.44290334
107000095	8.196118748	56.47271387
107000096	8.736779614	56.3588959
107000097	8.845991642	56.31455267
107000098	8.137700946	56.487497
107000099	8.511263082	56.29464596
107000100	8.428479134	56.4100043
107000101	8.312200967	56.44852397
107000102	8.801507231	56.2859186
107000103	8.527076419	56.33949558
107000104	10.62465488	56.25912706
107000105	10.53148062	56.26789911
107000106	10.50458216	56.48820519
107000107	10.5362036	56.34702289
107000108	10.55419602	56.29843726
107000109	10.47993416	56.39321053
107000110	9.187389059	55.90397307
107000111	8.857158693	55.8376775
107000112	9.140019417	56.10061778
107000113	8.580646493	56.0681966
107000114	9.342836959	55.80042523
107000115	9.215319948	55.77481902
107000116	9.080507657	55.80761566
107000117	8.748875663	56.13603066
107000118	8.417317918	56.10902641
107000119	8.69245642	55.8621573
107000120	8.417431305	56.13983629
107000121	8.373388587	56.00702859
107000122	8.714510046	56.17459949
107000123	9.079779948	55.87303724
107000124	8.466512376	56.19563819
107000125	8.393727328	55.89509373
107000126	8.378661371	55.85521366
107000127	8.955546253	56.09050937
107000128	8.616708751	56.03882526
107000129	8.691485926	56.05696878
107000130	8.79628389	55.84231799
107000131	10.0406763	56.13495836
107000132	10.321001	56.47209869
107000133	9.858771881	56.17405803
107000134	9.730512695	55.9319871
107000135	10.12441643	56.00425846
107000136	9.754632462	55.87258317
107000137	9.912029505	55.7909886
107000138	8.53380494	55.6549044
107000139	9.013983508	55.60476938
107000140	8.624166748	55.61884985
107000141	8.414073955	55.62791951
107000142	8.882722526	55.66223922
107000143	9.440296417	55.70220993
107000144	9.346470662	55.67419726
107000145	9.33916379	55.67688635
107000146	9.649076193	55.58967291
107000147	9.436505673	55.49603923
107000148	9.295541484	55.51374904
107000149	8.696436373	55.49643192
107000150	8.61637091	55.49839982
107000151	8.883940518	55.44371036
107000152	8.720380352	55.50830514
107000153	9.006759583	55.50064482
107000154	8.763404703	55.59988746
107000155	9.040610147	55.56715891
107000156	8.813614946	55.42974941
107000157	8.994424319	55.41246777
107000158	9.608581876	55.45916375
107000159	9.551286112	55.37626126
107000160	9.55410857	55.23483399
107000161	8.898426986	55.3425696
107000162	9.249009584	55.29670938
107000163	9.045075528	55.22858016
107000164	9.254166205	55.18432764
107000165	8.85930387	55.33046272
107000166	8.652663041	55.40360896
107000167	9.05361514	55.17193716
107000168	9.022685168	55.16986204
107000169	8.731977378	55.112471
107000170	9.930926702	54.94807645
107000171	9.832601447	55.04426476
107000172	9.616408343	54.94540465
107000173	9.437559923	55.01432474
107000174	9.090086182	55.06054006
107000175	8.737122909	55.00679357
107000176	9.343597851	54.95133438
107000177	9.160603787	55.06878882
107000178	8.71306594	54.95995558
107000179	9.046027198	55.03129612
107000180	10.20587633	55.55485382
